/dev/CMSSW_8_0_0/GRun/V72																		
																		
		HLT_LooseIsoPFTau50_Trk30_eta2p1_v3	HIG,TAU,EXO	8	8	4	4	4	4	1	1	1	1	1		L1_QuadJetC36_Tau52		
		HLT_MET200_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_MET250_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_MET300_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_MET600_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70		
		HLT_MET60_IsoTrk35_Loose_v1	null	500	500	250	170	120	70	35	25	17	12	7		L1_ETM50||L1_ETM60||L1_ETM70		
		HLT_MET700_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70		
		HLT_MET75_IsoTrk50_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70		
		HLT_MET90_IsoTrk50_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80		
		HLT_MonoCentralPFJet80_PFMETNoMu100_PFMHTNoMu100_IDTight_v1	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v1	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_MonoCentralPFJet80_PFMETNoMu90_PFMHTNoMu90_IDTight_v1	EXO	0	0	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_Mu10_CentralPFJet30_BTagCSV_p13_v1	null	45	45	22	22	22	22	3	2	1	1	1		L1_Jet32_DoubleMuOpen_Mu10_dPhi_Jet_Mu0_Max0p4_dPhi_Mu_Mu_Min1p0		
		HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu6_HTT200		
		HLT_Mu12_Photon25_CaloIdL_L1ISO_v3	null	1000	1000	500	350	250	140	70	50	35	25	14		L1_Mu5_IsoEG18		
		HLT_Mu12_Photon25_CaloIdL_L1OR_v3	null	20	20	10	7	5	2	1	1	1	1	1		L1_Mu5_EG20||L1_MU20_EG15		
		HLT_Mu12_Photon25_CaloIdL_v3	null	10000	10000	5000	3500	2500	1400	700	500	350	250	140		L1_Mu5_EG20||L1_MU20_EG15		
		HLT_Mu14er_PFMET100_v1	JME,SUSY	1	1	1	1	1	1	1	1	1	1	1		L1_Mu10er_ETM30||L1_Mu14er_ETM30		
		HLT_Mu15_IsoVVVL_BTagCSV_p067_PFHT400_v1	null	10	10	5	3	2	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleMuOpen)
		HLT_Mu15_IsoVVVL_PFHT350_PFMET50_v2	null	1	1	1	1	1	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleMuOpen)
		HLT_Mu15_IsoVVVL_PFHT350_v2	null	10	10	1	1	1	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleMuOpen)
		HLT_Mu15_IsoVVVL_PFHT600_v3	null	1	1	1	1	1	1	1	1	1	1	1		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleMuOpen)
		HLT_Mu16_TkMu0_dEta18_Onia_v2	BPH	0	0	1	1	1	1	1	1	1	1	1		L1_SingleMu14er||L1_SingleMu16		
		HLT_Mu16_TkMu0_dEta18_Phi_v2	BPH	0	0	1	1	1	1	1	1	1	1	1		L1_SingleMu14er||L1_SingleMu16		
		HLT_Mu16_eta2p1_MET30_v1	HIG,TAU	220	220	110	80	60	30	15	10	7	5	3		L1_Mu14er_ETM30		
		HLT_Mu17_Mu8_DZ_v2	null	50	50	50	35	25	15	7	5	3	2	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_Mu8_SameSign_DZ_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_Mu8_v1	null	50	50	50	35	25	14	6	5	3	2	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_Photon22_CaloIdL_L1ISO_v1	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_IsoEG18		
		HLT_Mu17_Photon30_CaloIdL_L1ISO_v3	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_IsoEG18		
		HLT_Mu17_Photon35_CaloIdL_L1ISO_v3	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_IsoEG18		
		HLT_Mu17_TkMu8_DZ_v2	null	50	50	50	35	25	15	7	5	3	2	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v3	HIG	0	0	1	1	1	1	1	1	1	1	1		L1_Mu12_EG10		
		HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v2	null	50	50	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v2	null	50	50	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu17_TrkIsoVVL_v2	null	40	40	7	1	1	1	1	1	1	1	1		L1_SingleMu10_LowQ		
		HLT_Mu17_v2	null	1300	1300	1300	1	1	1	1	1	1	1	1		L1_SingleMu10_LowQ		
		HLT_Mu20_Mu10_DZ_v1	null	25	25	25	14	10	7	3	2	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu20_Mu10_SameSign_DZ_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu20_Mu10_v1	null	25	25	25	14	10	7	3	2	1	1	1		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_Mu20_v2	SMP	0	0	90	60	40	20	10	8	6	4	2		L1_SingleMu18		
		HLT_Mu23NoFiltersNoVtx_Photon23_CaloIdL_v2	null	40	40	20	14	10	5	2	2	1	1	1		L1_Mu5_EG20||L1_MU20_EG15		
		HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v3	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_Mu20_EG10		
		HLT_Mu23_TrkIsoVVL_Ele8_CaloIdL_TrackIdL_IsoVL_v1	null	1	1	1	1	1	1	1	1	1	1	1		(L1_SingleMu20er||L1_SingleMu22||L1_SingleMu25)	AND	(L1_SingleEG5)
		HLT_Mu24_eta2p1_v2	SMP,EXO	700	700	350	250	150	100	50	35	25	15	10		L1_SingleMu20er||L1_SingleMu22		
		HLT_Mu25_TkMu0_dEta18_Onia_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu20||L1_SingleMu22||L1_SingleMu25||L1_SingleMu20er		
		HLT_Mu27_Ele37_CaloIdL_GsfTrkIdVL_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu16||L1_SingleMu25		
		HLT_Mu27_TkMu8_v2	null	50	50	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu27_v2	SMP	500	500	250	180	120	70	35	25	18	12	7		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_EG20||L1_MU20_EG15		
		HLT_Mu28NoFiltersNoVtx_CentralCaloJet40_v2	null	600	600	300	200	140	80	40	35	20	15	8		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu28NoFiltersNoVtx_DisplacedJet40_Loose_v2	null	140	140	70	50	35	20	10	7	5	3	2		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu300_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25||L1_SingleMu30		
		HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL_v3	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25||L1_MU20_EG15||L1_Mu5_EG20		
		HLT_Mu30_TkMu11_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu30_eta2p1_PFJet150_PFJet50_v1	B2G	0	0	1	1	1	1	1	1	1	1	1		L1_SingleMu16er||L1_SingleMu20er		
		HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_EG20||L1_MU20_EG15		
		HLT_Mu350_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25||L1_SingleMu30		
		HLT_Mu37_Ele27_CaloIdL_GsfTrkIdVL_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu16||L1_SingleMu25		
		HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight_v2	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_EG20||L1_MU20_EG15		
		HLT_Mu3_PFJet40_v1	null	1	1	1	1	1	1	1	1	1	1	1		(L1_SingleMu3)	AND	(L1_SingleJet35)
		HLT_Mu3er_PFHT140_PFMET125_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu0er_ETM40||L1_Mu0er_ETM55		
		HLT_Mu40_TkMu11_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu40_eta2p1_PFJet200_PFJet50_v3	B2G	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu16er||L1_SingleMu20er		
		HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_EG20||L1_MU20_EG15		
		HLT_Mu45_eta2p1_v2	EXO,SMP	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu50_v2	EXO,SMP	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu55_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu22||L1_SingleMu25		
		HLT_Mu6_PFHT200_PFMET100_v1	JME	1	1	1	1	1	1	1	1	1	1	1		L1_Mu6_HTT200		
		HLT_Mu6_PFHT200_PFMET80_BTagCSV_p067_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu6_HTT200		
		HLT_Mu7p5_L2Mu2_Jpsi_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu0		
		HLT_Mu7p5_L2Mu2_Upsilon_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_DoubleMu0		
		HLT_Mu7p5_Track2_Jpsi_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu5||L1_SingleMu7		
		HLT_Mu7p5_Track2_Upsilon_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu5||L1_SingleMu7		
		HLT_Mu7p5_Track3p5_Jpsi_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu5||L1_SingleMu7		
		HLT_Mu7p5_Track3p5_Upsilon_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu5||L1_SingleMu7		
		HLT_Mu7p5_Track7_Jpsi_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu5||L1_SingleMu7		
		HLT_Mu7p5_Track7_Upsilon_v2	BPH	1	1	1	1	1	1	1	1	1	1	1		L1_SingleMu5||L1_SingleMu7		
		HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v3	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_Mu6_DoubleEG10		
		HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT250_v1	null	0	0	1	1	1	1	1	1	1	1	1		L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v4	null	1	1	1	1	1	1	1	1	1	1	1		L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL_v3	HIG	0	0	1	1	1	1	1	1	1	1	1		L1_Mu5_EG15		
		HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v3	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_Mu5_EG20||L1_Mu5_IsoEG18		
		HLT_Mu8_TrkIsoVVL_v3	null	30	30	40	30	30	30	30	40	55	55	55		L1_SingleMu3||L1_SingleMu5||L1_SingleMu7		
		HLT_Mu8_v3	null	60	60	80	60	60	60	60	80	110	110	110		L1_SingleMu3||L1_SingleMu5||L1_SingleMu7		
		HLT_PFHT125_v1	SUS	30000	30000	30000	2500	2500	2500	2500	2500	2500	2500	2500		L1_HTT120		
		HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT200_PFAlphaT0p51_v2	null	1	175	175	175	175	175	175	175	175	175	175		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT200_v2	null	3060	3060	3060	3060	3060	3060	3060	3060	3060	3060	3060		L1_HTT160		
		HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT250_v2	null	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040		L1_HTT220		
		HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT300_PFMET100_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT300_PFMET110_v1	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT300_v2	null	1020	1020	1020	1020	1020	1020	1020	1020	1020	1020	1020		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT350_DiPFJetAve90_PFAlphaT0p52_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT350_v3	null	180	180	180	180	180	180	180	180	180	180	180		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51_v2	null	0	150	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFHT400_SixJet30_DoubleBTagCSV_p056_v1	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_HTT280||L1_HTT300		
		HLT_PFHT400_SixJet30_v3	HIG	350	100	75	50	38	22	10	8	5	4	2		L1_HTT280||L1_HTT300		
		HLT_PFHT400_v2	null	120	120	120	120	120	120	120	120	120	120	120		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT450_SixJet40_BTagCSV_p056_v1	HIG	1	1	1	1	1	1	1	1	1	1	1		L1_HTT280||L1_HTT300		
		HLT_PFHT450_SixJet40_v3	HIG	60	6	4	3	2	1	1	1	1	1	1		L1_HTT280||L1_HTT300		
		HLT_PFHT475_v2	null	60	60	60	60	60	60	60	60	60	60	60		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT550_4JetPt50_v1	EXO	110	110	55	36	30	15	6	4	3	2	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT600_v3	null	50	50	25	18	12	6	3	2	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT650_4JetPt50_v1	EXO	90	90	45	24	20	10	6	4	3	2	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT650_WideJetMJJ900DEtaJJ1p5_v3	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT650_WideJetMJJ950DEtaJJ1p5_v3	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT650_v3	EXO	40	40	20	12	10	5	2	2	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT750_4JetPt50_v3	EXO	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT800_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFHT900_v1	SUS	1	1	1	1	1	1	1	1	1	1	1		L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_PFJet140_v4	SMP, BTV	2	1	1	1	1	1	1	1	1	1	1		L1_SingleJet90		
		HLT_PFJet15_NoCaloMatched_v3	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet8_BptxAND		
		HLT_PFJet200_v4	SMP, BTV	1	1	270	189	135	80	42	28	36	24	15		L1_SingleJet120		
		HLT_PFJet25_NoCaloMatched_v1	FSQ	0	0	0	0	0	0	0	0	0	0	0		L1_SingleJet12_BptxAND		
		HLT_PFJet260_v4	JetMET, SMP, BTV	180	180	90	63	45	8	6	4	3	2	1		L1_SingleJet170		
		HLT_PFJet320_v4	SMP, BTV	60	60	30	21	15	4	3	2	1	1	1		L1_SingleJet170		
		HLT_PFJet400_v4	SMP, B2G, BTV	20	20	10	7	5	2	1	1	1	1	1		L1_SingleJet170		
		HLT_PFJet40_v4	SMP, BTV	5000	150	70	50	30	60	60	45	300	300	300		L1_ZeroBias		
		HLT_PFJet450_v4	SMP, B2G, BTV	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet170		
		HLT_PFJet500_v4	SMP, B2G, BTV	1	1	1	1	1	1	1	1	1	1	1		L1_SingleJet170		
		HLT_PFJet60_v4	SMP, BTV	1	1	1	12	12	12	12	12	12	12	12		L1_SingleJet35		
		HLT_PFJet80_v4	SMP, BTV	5	5	5	5	5	5	5	5	5	5	5		L1_SingleJet60		
		HLT_PFMET100_PFMHT100_IDTight_v2	null	0	0	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_DoubleJetC60_ETM60		
		HLT_PFMET110_PFMHT110_IDTight_v2	null	0	0	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_DoubleJetC60_ETM60		
		HLT_PFMET120_BTagCSV_p067_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMET120_Mu5_v1	JME	1	1	1	1	1	1	1	1	1	1	1		(L1_Mu0er_ETM40||L1_Mu0er_ETM55)	AND	(L1_SingleMuOpen)
		HLT_PFMET120_PFMHT120_IDTight_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM60_Jet60_dPhi_Min0p4||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120||L1_DoubleJetC60_ETM60		
		HLT_PFMET170_HBHECleaned_v2	JME	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMET170_JetIdCleaned_v2	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMET170_NoiseCleaned_v3	JME	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMET170_NotCleaned_v1	null	1	1	1	1	1	1	1	1	1	1	1		L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100		
		HLT_PFMET300_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
		HLT_PFMET400_v1	PPD	1	1	1	1	1	1	1	1	1	1	1		L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120		
